toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
2135.01,76419763,KP,18h17m37.33s,274.4055330,+36d37m17.26s,36.6214620,11.8660000,6.0310000,2459414.3947420,2.7884723,2.9462464,14467.6854046,13.9432645,850.6754194,1377.4020358,11.3998000,303.3360000,5833.0000000,4.3538500,1.1295600,2020-08-07 21:59:54,2023-03-15 16:02:02
2136.01,336128819,CP,18h44m42.32s,281.1763430,+36d33m47.28s,36.5631320,-33.8000000,177.3580000,2459394.5937260,7.8519082,1.6318726,3873.9591492,2.1705803,4.8904688,379.2777558,11.7371000,33.3631000,3384.0000000,4.8799800,0.3438800,2020-08-07 21:59:54,2022-06-01 12:04:12
2137.01,23059280,APC,18h16m34.55s,274.1439560,+34d10m22.84s,34.1730120,17.9880000,-9.1010000,2459393.0847700,14.1502269,3.8264451,41358.8663923,18.6317683,34.4595552,617.9412206,12.2186000,244.7550000,4882.0000000,4.4565500,0.8739520,2020-08-07 21:59:54,2022-02-16 10:10:02
2138.01,336267424,FP,18h46m38.86s,281.6619000,+41d33m36.07s,41.5600200,1.3950000,-7.4780000,2458684.2219590,1.4821845,2.5956827,16269.2562793,27.5079498,4005.6758560,2029.0310837,12.5466000,772.0260000,6835.3100000,4.3719100,1.3128400,2020-08-07 21:59:54,2022-12-12 16:02:01
2139.01,308172249,KP,17h49m08.37s,267.2848850,+29d52m44.55s,29.8790430,-18.1970000,-12.0920000,2459768.6535900,1.4013784,1.7042715,19735.2001267,13.9977478,917.4100949,1403.6558119,12.4197000,298.2140000,4984.0000000,4.4102800,0.9349770,2020-08-07 21:59:54,2023-03-15 16:02:02
214.01,167415965,PC,06h37m50.1s,99.4587410,-70d55m52.78s,-70.9313270,-149.8530000,298.7590000,2460154.9455420,18.5537012,3.4380000,448.0000000,1.5760600,25.0891000,623.0000000,8.0089000,38.9600000,5346.2000000,4.6000000,0.8000000,2019-05-07 17:42:38,2024-09-05 10:08:02
214.02,167415965,PC,06h37m50.1s,99.4587410,-70d55m52.78s,-70.9313270,-149.8530000,298.7590000,2460174.7096580,9.6959610,2.7720000,122.0000000,0.8085520,66.2914000,794.0000000,8.0089000,38.9600000,5346.2000000,4.6000000,0.8000000,2020-03-11 15:13:21,2023-11-16 16:02:02
2140.01,399860444,KP,19h07m14.05s,286.8085260,+49d18m59.12s,49.3164210,5.2190000,1.6190000,2459012.5109630,2.4706114,1.7944860,14310.7159758,13.7703405,817.5658193,1363.7991993,10.8540000,215.3200000,5854.0000000,4.4500000,1.0161300,2020-08-07 21:59:54,2023-03-15 16:02:02
2141.01,287256467,CP,17h15m02.96s,258.7623460,+18d20m25.24s,18.3403450,52.1210000,-98.3340000,2460453.4322360,18.2616878,3.4340000,971.0000000,2.8597300,57.4643000,767.0000000,8.8975000,77.6820000,5674.0000000,4.4948300,0.9400000,2020-08-07 21:59:54,2024-08-29 10:08:02
2142.01,44313455,PC,17h48m11.19s,267.0466240,+15d58m48.39s,15.9801090,-55.0220000,106.4070000,2459014.8355420,9.3004351,2.3510062,1595.2088627,1.5550304,4.6279256,374.0815959,11.0768000,27.7525000,3472.0000000,4.8604200,0.3639660,2020-08-07 21:59:54,2023-06-12 12:03:00
2143.01,103195323,PC,04h10m17.52s,62.5729820,+75d10m15.35s,75.1709310,-3.9140000,7.0410000,2460470.9926660,5.5899401,5.0320000,3840.0000000,12.1202000,1816.6300000,1818.0000000,10.1041000,378.6840000,7437.0000000,4.0900000,1.9500000,2020-08-07 21:59:54,2024-08-29 10:08:02
2144.01,428988981,PC,23h21m00.75s,350.2531400,+79d26m30.42s,79.4417820,74.0930000,77.6700000,2460584.0292690,37.3415931,5.3510000,766.0000000,2.1417000,12.9381000,528.0000000,9.9066700,105.8060000,5452.0000000,4.5322400,0.8800000,2020-08-07 21:59:54,2025-07-23 16:00:01
2145.01,88992642,CP,17h35m01.94s,263.7580750,+40d41m42.15s,40.6950430,-6.5120000,-3.2810000,2460470.3618270,10.2611329,7.3690000,1900.0000000,12.2521000,515.9390000,1327.0000000,8.5594200,224.7310000,6202.0000000,3.6300000,2.7800000,2020-08-07 22:11:48,2024-08-26 10:08:02
2146.01,158916431,FP,17h59m57.6s,269.9899980,+29d39m18.63s,29.6551750,-1.5460000,-8.5730000,2459765.0398680,5.8924856,3.1340000,4530.0000000,17.4655000,1958.5600000,1853.0000000,9.9094000,402.9080000,7272.0000000,4.0000000,2.1300000,2020-08-10 17:26:48,2022-08-24 16:02:02
2147.01,341630071,PC,10h22m33.98s,155.6415940,+83d05m01.41s,83.0837240,-19.8480000,1.7190000,2459599.1768070,26.2049782,5.8635323,5593.1821784,10.1549700,68.2927590,733.1847347,10.7047000,282.1080000,6115.0000000,4.2500000,1.3363301,2020-08-10 17:26:48,2023-05-22 16:02:02
2148.01,233569098,FP,18h47m15.4s,281.8141670,+64d48m23.47s,64.8065190,1.7840000,26.1750000,2458693.4232800,23.4852200,3.5460000,6020.0000000,14.0152000,62.0856000,782.0000000,10.6746000,299.6680000,5930.0000000,4.1100000,1.5100000,2020-08-10 17:26:48,2024-09-18 10:08:02
