toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
6849.01,434100688,FP,23h31m47.8s,352.9491740,-17d26m54.45s,-17.4484580,7.2560000,-15.1080000,2458371.5105230,1825.0483640,3.6200000,2576.0000000,12.7111000,0.0187275,103.0000000,9.9309000,319.0530000,6290.0000000,3.8900000,2.0900000,2023-12-12 20:13:34,2024-09-18 10:08:02
685.01,281731203,KP,10h52m07.75s,163.0323120,+00d29m35.4s,0.4931670,-23.6640000,-44.1710000,2460268.4023630,11.6332127,5.0810000,3480.0000000,10.2640000,126.9510000,935.0000000,9.9623000,213.2830000,5287.7000000,3.8800000,1.7300000,2019-05-07 15:39:33,2024-02-01 16:02:02
6850.01,9166136,PC,23h28m37.72s,352.1571670,-23d16m13.78s,-23.2704940,214.2940000,-79.3970000,2460198.6386910,6.0803777,2.4860000,1366.0000000,3.3658800,43.6784000,716.0000000,10.5080000,80.8163000,4275.7000000,4.3700000,0.8900000,2023-12-12 20:13:34,2024-11-01 12:03:14
6851.01,350861689,PC,06h01m35.17s,90.3965370,-58d28m14.64s,-58.4707320,-62.6940000,5.6800000,2460185.0364800,12.0101118,2.8200000,1204.0000000,2.2875100,11.5571000,513.0000000,12.4722000,137.6660000,4073.0000000,4.5900000,0.6700000,2023-12-12 20:13:34,2024-08-22 10:08:01
6852.01,166671025,PC,02h17m36.81s,34.4033550,-52d52m03.93s,-52.8677580,-37.4470000,6.5590000,2460176.9644930,16.7382238,3.5290000,15139.0000000,9.0920800,11.3359000,511.0000000,12.4031000,182.4250000,4551.0000000,4.6000000,0.7000000,2023-12-12 20:13:34,2024-09-26 12:02:52
6853.01,197808753,PC,03h35m06.29s,53.7762030,-57d37m19.11s,-57.6219740,0.5910000,-12.1130000,2460189.6886440,10.6369830,5.3780000,2913.0000000,8.1691200,301.8500000,1161.0000000,12.5478000,855.3710000,6297.0000000,4.1000000,1.6500000,2023-12-12 20:13:34,2024-08-22 10:08:01
6854.01,55363630,PC,05h08m03.59s,77.0149750,-65d02m56.62s,-65.0490610,1.6850000,9.8540000,2460203.7374490,2.7663479,1.2120000,2476.0000000,6.3585600,416.9700000,1258.0000000,13.1113000,790.5850000,6413.0000000,4.4000000,1.1900000,2023-12-12 20:13:35,2024-08-22 10:08:01
6855.01,274017513,PC,02h15m44.07s,33.9336410,-49d26m36.7s,-49.4435270,18.7280000,16.0350000,2460165.8543710,26.3333899,2.7830000,8665.0000000,9.0733300,5.5197500,427.0000000,12.1227000,295.3600000,5309.0000000,4.4600000,0.9300000,2023-12-12 20:13:35,2024-10-07 12:02:50
6856.01,254301731,PC,23h41m38.4s,355.4099970,-28d20m12.22s,-28.3367270,-5.6460000,-30.7500000,2460206.1185130,0.6541517,0.8230000,35193.0000000,15.3922000,159.1230000,989.0000000,14.9737000,446.8640000,3657.0000000,4.5800000,0.6900000,2023-12-12 20:13:35,2024-09-12 12:02:47
6857.01,281596890,PC,00h35m14.56s,8.8106680,-55d53m21.47s,-55.8892960,-16.6890000,0.3670000,2460195.3567800,10.0512067,1.7630000,22227.0000000,5.5786800,2.5987400,353.0000000,14.5040000,145.0950000,3428.0000000,4.8400000,0.3800000,2023-12-12 20:13:35,2024-08-22 10:08:01
6858.01,201254754,PC,00h06m02.92s,1.5121560,-58d56m06.8s,-58.9352210,-72.3940000,-10.3980000,2460202.5326100,3.3024845,1.4650000,1241.0000000,1.7387100,26.3567000,631.0000000,11.8272000,61.1486000,3634.0000000,4.7500000,0.4900000,2023-12-12 20:13:35,2025-01-16 12:03:04
6859.01,237909527,PC,01h26m35.71s,21.6487850,-63d57m52.24s,-63.9645100,12.2590000,1.4800000,2460188.5626570,9.6804752,3.9220000,10071.0000000,11.5702000,100.2700000,881.0000000,12.6565000,520.4990000,5622.0000000,4.3100000,1.1600000,2023-12-12 20:13:35,2024-08-22 10:08:01
686.01,339857675,PC,07h26m24.26s,111.6010660,-54d27m07.43s,-54.4520650,-3.0670000,25.4980000,2458492.2222420,3.5137609,1.7579691,333.5976712,3.3397496,1686.8366029,1634.5115870,9.9362000,255.3370000,6279.8000000,4.2600000,1.5900700,2019-04-30 16:55:01,2024-09-19 10:08:01
